title,author,author_company,repo,number,closed,created_at,closed_at,updated_at,labels,thumbs_up,thumbs_down
Update preferences from iFrame host,joshhunt,@grafana,grafana/grafana,101342,false,2025-02-26 10:25:32,,2025-03-13 10:55:49,"prio/medium, effort/medium, internal",40,60
Homepage: Show indicator when data is loading,alexbikfalvi,@grafana,grafana/traces-drilldown,350,false,2025-02-26 09:44:48,,2025-02-26 09:44:48,"GA, area/homepage",39,61
Error marshaling metadata onEnd,pablochacin,grafana labs,grafana/k6pack,50,false,2025-02-26 09:44:28,,2025-02-26 10:04:49,bug,60,40
Loki pattern parse error: invalid UTF-8 rune (but file is valid UTF-8),ckcr4lyf,,grafana/loki,16469,false,2025-02-26 09:40:11,,2025-03-11 20:04:02,"component/promtail, type/bug",69,31
Homepage: Use the same time range when navigating to Drilldown,alexbikfalvi,@grafana,grafana/traces-drilldown,349,false,2025-02-26 09:40:11,,2025-03-10 14:21:22,GA,44,56
operator: 1x.pico size doesn't delete old data,hoferbeck,,grafana/loki,16466,true,2025-02-26 09:10:47,2025-02-28 15:02:44,2025-02-28 17:26:28,sig/operator,48,52
Support for OnCall config trough CRD,Hipska,@Super-Visions ,grafana/grafana-operator,1872,true,2025-02-26 08:53:11,2025-03-11 16:58:18,2025-03-11 16:58:18,needs triage,71,29
Reduce file system usage,olegbespalov,Grafana Labs,grafana/k6deps,70,true,2025-02-26 08:29:43,2025-03-12 11:35:29,2025-03-12 11:35:29,,20,80
telegram-polling annotations,awant13,,grafana/oncall,5465,false,2025-02-26 08:04:12,,2025-02-26 08:04:39,"feature request, part:helm/kubernetes/docker, needs triage",34,66
New AdHoc filter break possibility to filter multiple values from table,CyberLine,,grafana/grafana,101335,true,2025-02-26 07:37:22,2025-02-26 13:45:03,2025-02-26 13:45:03,"type/bug, datasource/Elasticsearch, area/panel/table, type/regression, automated-triage",12,88
Add a switch to make Loki queries case insensitive,lilz-chai,,grafana/grafana,101334,false,2025-02-26 06:54:07,,2025-03-12 00:45:34,"type/feature-request, datasource/Loki, automated-triage",58,42
pyroscope.scrape consuming too much memory leading to cascade OOM in clustered mode,korniltsev,@grafana,grafana/alloy,2840,false,2025-02-26 06:45:43,,2025-03-03 08:30:46,"bug, area/pyroscope",59,41
Dashboard: Prevent scroll to top after editing a widget in a dashboard,amitavak,Microsoft,grafana/grafana,101332,false,2025-02-26 04:45:54,,2025-02-26 04:49:03,"type/bug, area/dashboard/edit, automated-triage",55,45
Change Mimir Dashboard Time Zone from UTC to Browser Local Time,kakaru1331,NCITS,grafana/mimir,10745,true,2025-02-26 01:56:53,2025-03-12 07:55:51,2025-03-12 07:55:52,enhancement,10,90
Support Reverse Proxy-Based Authentication in OnCall IRM app,sirvincent,Condi Food,grafana/oncall,5464,false,2025-02-25 22:28:43,,2025-02-25 22:29:09,"feature request, part:auth/teams, part:mobile, needs triage",95,5
[Bug] Can't start at page 0 of an api response,daubers,,grafana/grafana-infinity-datasource,1165,false,2025-02-25 21:56:54,,2025-02-25 21:56:54,,58,42
[New Data Source]: amarisoft callbox,JohnTsilik,,grafana/grafana,101323,false,2025-02-25 21:51:10,,2025-02-25 21:51:10,"area/datasource, type/new-plugin-request",16,84
Allow For Defining Resources of Existing Kinds in AppManifest,IfSentient,@grafana,grafana/grafana-app-sdk,665,false,2025-02-25 21:33:17,,2025-02-25 21:33:17,,62,38
Include Dashboard version/date updated in search API,beasteers,New York University,grafana/grafana,101319,false,2025-02-25 20:54:18,,2025-02-26 10:31:37,"type/feature-request, area/search, area/backend/api, automated-triage",66,34
"Keep getting ""Ingester not ready"" when running Tempo on docker",luhyxi,,grafana/tempo,4752,false,2025-02-25 19:47:47,,2025-03-05 19:21:51,,81,19
[ PROGRESS ] Client Object,saniyar-dev,,grafana/xk6-http,6,false,2025-02-25 19:08:19,,2025-03-15 00:37:34,,55,45
Progress tracker / Roadmap,saniyar-dev,,grafana/xk6-http,4,false,2025-02-25 18:54:39,,2025-03-15 00:37:06,,15,85
Flaky integration tests,pablochacin,grafana labs,grafana/k6build,162,false,2025-02-25 18:53:20,,2025-02-25 18:53:29,bug,52,48
RelatedLogs: Provide logs count in the Related Logs tab,NWRichmond,Grafana,grafana/metrics-drilldown,119,true,2025-02-25 18:49:25,2025-03-12 13:25:26,2025-03-12 13:25:26,,19,81
Public Dashboards: Create a script as a migration to delete orphaned public dashboards,evictorero,Grafana,grafana/grafana,101314,false,2025-02-25 18:30:41,,2025-02-25 18:31:05,"area/public-dashboards, internal",46,54
Module instead of IIFE provided builds,chaseWilliams,Together,grafana/faro-web-sdk,1002,false,2025-02-25 17:56:01,,2025-03-03 08:13:40,feature,58,42
Internationalisation: Locale preference,joshhunt,@grafana,grafana/grafana,101312,false,2025-02-25 17:43:02,,2025-03-14 10:19:32,"type/epic, internal",72,28
TableNG: Test Coverage,drew08t,,grafana/grafana,101309,false,2025-02-25 17:08:01,,2025-02-25 20:08:38,"area/panel/table, internal",92,8
Folder-level RBAC is enforced in non-Enterprise deployments,dobroliubov,,grafana/grafana,101308,true,2025-02-25 17:07:19,2025-02-26 07:23:36,2025-02-26 07:24:02,"type/bug, area/dashboard/folders, type/regression, area/auth/rbac, team/grafana-dashboards, automated-triage",14,86
Remove overview tab in metric scene,NWRichmond,Grafana,grafana/metrics-drilldown,118,true,2025-02-25 17:04:16,2025-03-14 21:51:21,2025-03-14 21:51:21,,37,63
ACS View Flushing Entire Django Session,bobflorian,Planstone,grafana/django-saml2-auth,362,true,2025-02-25 16:52:09,2025-02-25 18:33:06,2025-02-25 18:33:07,,68,32
PutAlertRuleGroup: Invalid folder permissions,pnag90,,grafana/terraform-provider-grafana,2046,false,2025-02-25 16:51:06,,2025-03-03 16:23:00,,69,31
Missing metrics using OpenTelemetry output,davidsaraiva,,grafana/k6,4595,false,2025-02-25 16:34:33,,2025-02-25 16:35:14,"bug, triage",54,46
Headers not set using environment variable when using gRPC,Andrew-Prendergast,,grafana/beyla,1701,true,2025-02-25 16:30:42,2025-02-26 17:05:04,2025-02-26 17:05:04,,85,15
Pyroscope explore: strange layering,dimitarvdimitrov,@grafana ,grafana/grafana,101306,false,2025-02-25 16:21:10,,2025-02-28 11:07:19,"type/bug, prio/medium, area/explore, internal, datasource/grafana-pyroscope",40,60
Alerting: Provisioning fails when setting pending period to 'None',tdjohnson,,grafana/grafana,101305,true,2025-02-25 16:14:53,2025-02-27 16:18:29,2025-02-27 16:18:31,"type/bug, area/alerting, area/provisioning, automated-triage",8,92
Grafana alerts not possible with iot-sitewise-datasource need custom query,kzawad1-ces,CES Renewables,grafana/iot-sitewise-datasource,430,false,2025-02-25 16:08:41,,2025-02-27 16:28:19,"type/bug, datasource/Sitewise",93,7
Ad hoc filters not working with Tempo,Dexiion,,grafana/grafana,101371,false,2025-02-25 15:41:06,,2025-03-10 14:48:34,"type/bug, area/dashboard, area/panel/table, area/tracing, datasource/Tempo",10,90
metric remote_write_req_duration does not exists?,bigon,Inuits BVBA,grafana/xk6-client-prometheus-remote,38,false,2025-02-25 15:32:37,,2025-02-25 15:32:37,,77,23
Mimir out-of-order samples for target_info after Alloy migration,bzurkowski,,grafana/k8s-monitoring-helm,1271,false,2025-02-25 15:07:32,,2025-03-05 19:19:46,,80,20
Mimir alertmanager datasource: cannot configure alertmanager via Grafana UI,william413215,,grafana/grafana,101299,false,2025-02-25 14:59:28,,2025-03-06 08:49:45,"type/bug, area/alerting, area/auth/oauth, type/regression, datasource/Alertmanager, automated-triage",9,91
Use Faro as a standalone JS file,sepehr-ahold,Ahold Delhaize,grafana/faro-web-sdk,1001,false,2025-02-25 14:47:39,,2025-02-25 15:15:48,bug,27,73
Cloud Provider API: 401 on creates when allowedSubnets is set in Cloud Access Policy,tristanburgess,@grafana,grafana/terraform-provider-grafana,2045,false,2025-02-25 14:21:15,,2025-02-25 14:21:15,cloud-provider,81,19
Plugins: No uninstallation confirmation modal for plugins that have an update available,wbrowne,Grafana Labs,grafana/grafana,101296,true,2025-02-25 14:00:40,2025-02-27 10:56:26,2025-02-27 10:56:26,internal,21,79
Alloy v1.7.0 - prometheus.exporter.snmp - target::ConvertInto: conversion to '*map[string]string' is not supported,martipoe,,grafana/alloy,2831,true,2025-02-25 13:10:35,2025-02-26 11:43:49,2025-02-26 17:31:23,bug,90,10
"""Successfully authenticated/Authentication token expired, performing re-login"" loop on HTTPS Zabbix",d1nuc0m,,grafana/grafana-zabbix,1978,false,2025-02-25 12:55:51,,2025-03-11 09:31:43,needs-investigation,49,51
CD: Upload ZIP files for release tags in a separate GCS folder,xnyo,@grafana,grafana/plugin-ci-workflows,45,true,2025-02-25 12:29:57,2025-03-11 13:05:00,2025-03-11 13:05:00,enhancement,57,43
Product Area: NoData still Alerts though default config is keeping previous state(Normal),aryakrishnak,,grafana/grafana,101290,false,2025-02-25 12:27:18,,2025-02-25 12:30:33,"type/bug, area/alerting, automated-triage",70,30
CI: Check/lint dependencies for changed integrations,Dasomeone,Grafana Labs,grafana/jsonnet-libs,1411,false,2025-02-25 12:10:18,,2025-02-25 12:11:41,"kind/enhancement, backlog",38,62
"Directory name ""vanilla prometheus"" leads the integration failure",Peramuthan,,grafana/grafana,101288,false,2025-02-25 11:42:16,,2025-02-25 11:45:31,"type/bug, type/build-packaging, area/provisioning, automated-triage",17,83
Build .msi: Please tell me how to build a .msi file on ubuntu20.04 to install the grafana on windows,TheHoneyTree,,grafana/grafana,101275,false,2025-02-25 10:24:44,,2025-02-25 10:28:04,"type/question, type/build-packaging, automated-triage, area/build-packaging",71,29
Handle non-http `proto` labels,nadiamoe,@grafana ,grafana/xk6-sm,67,true,2025-02-25 10:22:28,2025-03-06 13:42:45,2025-03-06 13:42:45,,90,10
Issue with Grafana OnCall Integration with Mattermost and API Errors,MalaGosha,,grafana/oncall,5463,true,2025-02-25 10:08:06,2025-02-26 12:53:48,2025-02-26 12:54:01,"bug, part:API",94,6
Fix goamd64=v2 build in main,simonswine,@grafana,grafana/pyroscope,3948,true,2025-02-25 09:37:28,2025-02-26 11:11:40,2025-02-26 11:11:42,,65,35
Gateway API: no healthy upstream,starteNCS,@netgo-GmbH,grafana/helm-charts,3581,true,2025-02-25 09:27:42,2025-03-13 08:58:43,2025-03-13 08:58:47,,59,41
Documentation feedback: /docs/sources/reference/components/prometheus/prometheus.exporter.cadvisor.md,m1ker1n,Empty,grafana/alloy,2829,false,2025-02-25 08:44:54,,2025-02-25 08:44:54,,83,17
GEOMAP: Symbols flicker on the map,EvgSuslov,,grafana/grafana,101269,false,2025-02-25 08:23:04,,2025-02-25 08:26:20,"type/bug, type/performance, area/panel/geomap, automated-triage",31,69
Login: Redirect to main page instead of called one after going through OAuth2 login process,jkowalke,@eramon-gmbh ,grafana/grafana,101267,false,2025-02-25 08:10:22,,2025-03-14 07:46:13,"type/bug, area/auth/oauth, area/frontend/login, type/regression, automated-triage",89,11
Value breakdowns: Let users decide if options current filters should filter value breakdowns,gtk-grafana,Grafana Labs,grafana/logs-drilldown,1100,false,2025-02-24 20:52:15,,2025-02-24 20:52:15,,40,60
Migrate frontend unit test CI from Drone to GitHub Actions,kminehart,@grafana ,grafana/grafana,101255,true,2025-02-24 20:47:06,2025-02-27 15:00:02,2025-02-27 15:00:02,internal,26,74
Design: Local action variables in actions modal,staton-hyse11,Grafana Labs,grafana/grafana,101252,false,2025-02-24 19:34:27,,2025-02-24 19:34:27,"internal, area/actions",22,78
Design: User input form,staton-hyse11,Grafana Labs,grafana/grafana,101251,false,2025-02-24 19:33:45,,2025-02-24 19:33:45,internal,17,83
KQL editor loses KQL query,MatMor,MEKmedia GmbH,grafana/azure-data-explorer-datasource,1206,true,2025-02-24 19:06:25,2025-03-05 11:09:40,2025-03-05 11:09:41,"type/bug, datasource/ADX",18,82
Design: VizActions,adela-almasan,,grafana/grafana,101249,false,2025-02-24 18:41:51,,2025-02-28 11:36:59,internal,87,13
TableNG: Type TableNG,alexjonspencer1,Grafana,grafana/grafana,101248,true,2025-02-24 18:38:18,2025-03-12 15:31:51,2025-03-12 15:31:51,area/panel/table,50,50
Actions: Add support for basic authentication,adela-almasan,,grafana/grafana,101247,false,2025-02-24 18:32:20,,2025-02-24 18:32:20,area/actions,98,2
Actions: Add support for modal variables,adela-almasan,,grafana/grafana,101246,false,2025-02-24 18:30:08,,2025-02-24 18:30:08,"needs design, area/actions",40,60
Actions: Add support for Button customization,adela-almasan,,grafana/grafana,101244,false,2025-02-24 17:53:49,,2025-02-24 17:53:49,"needs design, area/actions",45,55
Actions: Update form layout,adela-almasan,,grafana/grafana,101243,false,2025-02-24 17:49:21,,2025-02-24 17:56:12,"needs design, area/actions",83,17
Actions: Add code editor to edit form,adela-almasan,,grafana/grafana,101242,false,2025-02-24 17:45:51,,2025-02-24 17:55:00,area/actions,8,92
Add different or non compression for filequeue,mattdurham,,grafana/walqueue,28,false,2025-02-24 17:12:46,,2025-02-24 17:12:46,,18,82
Alloy UI always returns healthy,mrethers,,grafana/alloy,2824,false,2025-02-24 17:05:13,,2025-02-24 22:19:41,bug,28,72
[alertmanager] Support multiple EnableFeatures,ncauchois,,grafana/helm-charts,3580,true,2025-02-24 17:01:54,2025-02-25 11:40:57,2025-02-25 11:40:57,,2,98
Landing page slow services doesn't respect the filter,joe-elliott,,grafana/traces-drilldown,346,true,2025-02-24 16:57:54,2025-03-13 08:21:53,2025-03-13 08:21:53,,50,50
Grafana List Playlist API not returning Item Fields,dswansonvizio,,grafana/grafana,101236,false,2025-02-24 16:48:17,,2025-02-24 16:51:35,"type/bug, area/backend/api, area/playlist, automated-triage",73,27
DOCS: Prometheus data source updates,lwandz13,Grafana Labs,grafana/grafana,101235,false,2025-02-24 16:29:23,,2025-02-24 16:31:18,type/docs,60,40
Frontend: NPM packages behind,Caseiber,@gulfcoastdevops,grafana/grafana,101234,false,2025-02-24 16:25:37,,2025-02-24 16:29:15,"type/build-packaging, area/frontend, automated-triage",63,37
XYChart: Tooltip mode All does not work,yulipumal,,grafana/grafana,101229,true,2025-02-24 15:40:14,2025-02-25 01:07:01,2025-02-25 01:07:01,"area/panel/xychart, area/tooltip, automated-triage",99,1
Actions: Form improvements,adela-almasan,,grafana/grafana,101227,false,2025-02-24 15:35:53,,2025-02-24 18:46:07,"type/epic, area/actions",84,16
Template variables: Variable name being overwritten,gelicia,Grafana,grafana/grafana,101226,false,2025-02-24 15:33:14,,2025-02-24 18:39:48,"type/bug, team/grafana-dashboards, area/dashboard/variable",5,95
Allow disabling sending images on Slack integrations,Desolar1um,,grafana/grafana,101224,false,2025-02-24 15:07:06,,2025-02-24 15:10:44,"type/feature-request, area/alerting, area/configuration, automated-triage",6,94
Beyla: Update chart to 2.x,gouthamve,Grafana Labs,grafana/k8s-monitoring-helm,1270,true,2025-02-24 15:01:55,2025-02-25 20:05:26,2025-02-25 20:05:27,,72,28
Fliters: support multiple positive filters from explore queries,gtk-grafana,Grafana Labs,grafana/logs-drilldown,1098,true,2025-02-24 14:59:29,2025-02-26 17:15:51,2025-02-26 17:15:51,,33,67
registry schema update,szkiba,,grafana/k6registry,148,true,2025-02-24 14:53:55,2025-02-24 15:02:29,2025-02-24 15:02:29,,79,21
Swagger: Decouple frontend builds from grafana frontend builds,jackw,Grafana Labs @grafana ,grafana/grafana,101221,false,2025-02-24 14:41:34,,2025-02-24 16:20:59,"type/build-packaging, area/frontend",55,45
Logs panel query: Audit automatic query exeuction,gtk-grafana,Grafana Labs,grafana/logs-drilldown,1097,false,2025-02-24 14:39:03,,2025-02-24 14:39:09,debt,98,2
[ci] Upload pull request artifacts in a separate workflow,ifrost,,grafana/explore-profiles,443,false,2025-02-24 14:30:31,,2025-03-11 16:20:04,"ci, tech",27,73
k8s: don't add `k8s.daemonset.name` when not required,gouthamve,Grafana Labs,grafana/beyla,1698,false,2025-02-24 14:21:58,,2025-02-24 14:33:49,,0,100
It can be hard to tell what timezone a time is in. It would be good to make this more explicit,dan-robertson,,grafana/grafana,101219,false,2025-02-24 13:55:59,,2025-02-25 12:02:09,"type/feature-request, type/ux, area/dashboard/timerange, area/tooltip, automated-triage",1,99
Add version constraints,szkiba,,grafana/k6-extension-registry,53,true,2025-02-24 13:41:39,2025-02-24 15:11:23,2025-02-24 15:11:23,,61,39
MimirBucketIndexNotUpdated with multiple tenants,TA3,,grafana/mimir,10728,true,2025-02-24 13:37:41,2025-02-24 14:30:30,2025-02-24 14:30:30,,50,50
remove xk6-output-opentelemetry,szkiba,,grafana/k6-extension-registry,51,true,2025-02-24 13:36:15,2025-02-24 13:42:01,2025-02-24 13:42:01,,0,100
v2.7.1 panics when metrics_generator.traces_storage.path is set.,Hu1buerger,,grafana/tempo,4742,true,2025-02-24 13:30:52,2025-02-24 18:01:03,2025-02-24 18:01:03,,97,3
SQL: Capture full SQL statement instead of `PREPARED STATEMENT`,gouthamve,Grafana Labs,grafana/beyla,1697,false,2025-02-24 13:28:26,,2025-02-24 14:34:09,,9,91
Cannot open trace when viewing an exemplar in duration histogram,alexbikfalvi,@grafana,grafana/traces-drilldown,345,false,2025-02-24 13:17:18,,2025-02-24 13:17:18,bug,81,19
Datasources: Update of a Datasource UID does not Update Dashboards that reference the Datasource,Breee,,grafana/grafana,101212,false,2025-02-24 13:04:39,,2025-02-24 13:07:59,"type/bug, area/backend/api, automated-triage",25,75
❗With release 1.14.0 the web-tracing package doesn't ship `ZoneContextManager` anymore ❗️,codecapitano,,grafana/faro-web-sdk,998,false,2025-02-24 12:22:27,,2025-02-24 16:17:20,,34,66
Grafana: some autocomplete puts cursor to end of line while typing,iridos,,grafana/grafana,101210,false,2025-02-24 12:10:41,,2025-03-06 11:28:04,"type/bug, datasource/Prometheus, area/editor, automated-triage",86,14
Version Pinning Review Found Expired Pinned Versions,,,grafana/runner-images,140,false,2025-02-24 12:07:51,,2025-02-24 12:07:51,,18,82
POC: Custom logs panel,ckbedwell,,grafana/synthetic-monitoring-app,1078,false,2025-02-24 12:00:28,,2025-02-24 12:00:28,"help wanted: design, POC",95,5
Mimir comapaction has not successfully ran,Arturito145,,grafana/mimir,10727,true,2025-02-24 11:51:41,2025-02-24 14:31:48,2025-02-24 14:31:48,,74,26
POC: Reducing the feedback loop / Check Creation Phase 2,ckbedwell,,grafana/synthetic-monitoring-app,1077,false,2025-02-24 11:50:49,,2025-02-24 11:50:49,"frontend, help wanted: design, POC",20,80
SQL: Server spans being reported as client spans,gouthamve,Grafana Labs,grafana/beyla,1695,false,2025-02-24 11:21:53,,2025-02-24 11:21:58,,99,1
alloy not able to push logs to loki,navnitkum,,grafana/alloy,2818,true,2025-02-24 11:09:25,2025-03-04 05:01:18,2025-03-04 05:01:18,bug,37,63
Add DevContainers support,szkiba,,grafana/k6registry,146,true,2025-02-24 10:57:27,2025-02-24 12:23:08,2025-02-24 12:23:08,,31,69
Add DevContainers support,szkiba,,grafana/k6lint,39,true,2025-02-24 10:57:06,2025-02-24 11:07:27,2025-02-24 11:07:27,,72,28
"Pirater Facebook, récupérer un compte Facebook f48fd",dottiepetris,,grafana/grafana,101205,true,2025-02-24 10:53:31,2025-02-24 10:53:39,2025-02-24 10:54:45,,2,98
POC React-Scenes in SM,ckbedwell,,grafana/synthetic-monitoring-app,1076,false,2025-02-24 10:49:03,,2025-03-17 16:47:44,"frontend, POC",77,23
Alerting: Link to Panel is generated wrong (superflouis /d/d path segment),senpro-ingwersenk,,grafana/grafana,101203,false,2025-02-24 10:48:25,,2025-03-10 05:52:39,"type/bug, area/alerting, area/dashboard/links, automated-triage",12,88
Move Test Data options into its own section,Llandy3d,@grafana,grafana/k6-studio,507,true,2025-02-24 10:18:25,2025-03-05 09:36:06,2025-03-05 09:36:06,enhancement,46,54
Renaming an unsaved Generator ends up with two Generators file,Llandy3d,@grafana,grafana/k6-studio,506,true,2025-02-24 10:12:59,2025-03-13 11:47:20,2025-03-13 11:47:20,"bug, needs-triage",7,93
Metrics Export to Prometheus Not Working – Documentation Unclear,adityassharma-ss,@Deloitte @MarianaAI-dev @adanipower  @AutoProd-Tech @CodeLive-Community @GirlScript ,grafana/faro-web-sdk,997,true,2025-02-24 09:54:35,2025-02-24 10:40:39,2025-02-24 10:43:04,,5,95
Alerting: Refreshing the Alert rules page breaks State view,Jaypers,,grafana/grafana,101201,false,2025-02-24 09:44:27,,2025-02-27 16:31:15,"type/bug, area/alerting, type/regression, automated-triage",36,64
User storage: Expose it for Grafana core,andresmgot,@grafana,grafana/grafana,101199,false,2025-02-24 09:32:38,,2025-02-24 09:41:34,internal,20,80
"otel-col: support for auth protected ""otel_collector_binary_url""",DenisMkS,,grafana/grafana-ansible-collection,329,false,2025-02-24 09:31:58,,2025-02-24 09:31:58,,94,6
Contact Points : Failed to send test Alert,THEKetsu,,grafana/grafana,101198,false,2025-02-24 09:24:02,,2025-03-07 17:19:29,"area/alerting, type/regression, automated-triage",43,57
License - change to AGPLv3,tolzhabayev,Grafana Labs,grafana/grafana-advisor-app,16,true,2025-02-24 08:59:46,2025-02-26 08:06:19,2025-02-26 08:06:19,,76,24
Login users in to Django admin console when USE_JWT is set to true,HybridAU,,grafana/django-saml2-auth,360,false,2025-02-24 08:59:32,,2025-02-26 11:00:37,enhancement,9,91
"When create token and get the Curl command example, the command has extra ""/"" on OnCall Settings page.",autislin,,grafana/oncall,5462,false,2025-02-24 08:49:56,,2025-02-24 08:50:12,"bug, needs triage, part:API",75,25
Canvas:bind prometheus data on canvas component,blabla570,,grafana/grafana,101194,false,2025-02-24 08:31:44,,2025-02-24 10:27:51,"type/feature-request, area/panel/canvas, automated-triage",61,39
Explore: Make it possible to hide Drilldowns message box,ifrost,,grafana/grafana,101191,true,2025-02-24 07:50:29,2025-02-24 09:40:32,2025-02-24 09:40:33,area/explore,90,10
multivalue variable interpolates only the first element,vmiazzo-go,,grafana/google-bigquery-datasource,321,false,2025-02-24 07:22:08,,2025-02-24 10:07:38,need investigation,81,19
Panic in Distributor in Mimir 2.13,lasermoth,,grafana/mimir,10724,true,2025-02-24 06:24:47,2025-03-12 05:54:07,2025-03-12 05:54:09,"bug, component/distributor",48,52
Prometheus: Ensure labels exist on native histogram `count` field,leeoniya,L6 @grafana,grafana/grafana,101187,true,2025-02-24 04:58:17,2025-03-12 11:34:24,2025-03-12 11:34:24,internal,63,37
frontend:  i can't install!!!!,TheHoneyTree,,grafana/grafana,101186,false,2025-02-24 03:38:16,,2025-02-24 13:53:34,"type/bug, area/frontend/library-panels, automated-triage",2,98
Docker log driver: loki-tls-insecure-skip-verify parameter breaks docker,Yukics,Riu,grafana/loki,16412,true,2025-02-23 22:00:54,2025-02-23 22:06:10,2025-02-23 22:06:11,,76,24
Support multi-tenant Mimir Alermanager as external Alertmanager,pgillich,,grafana/loki,16411,false,2025-02-23 21:11:20,,2025-03-11 19:44:06,type/feature,56,44
PromQuery Editor UI has no way to remove a metric name,petern48,@firetiger-inc,grafana/grafana,101185,false,2025-02-23 19:07:59,,2025-02-23 19:11:20,"type/feature-request, type/ux, datasource/Prometheus, area/editor, automated-triage",90,10
In manager.go time.After may not be needed,mattdurham,,grafana/walqueue,27,false,2025-02-23 17:06:43,,2025-02-23 17:06:43,,22,78
High Log Volume Loki Performance,mjamaah,,grafana/loki,16408,false,2025-02-23 15:21:59,,2025-03-11 19:52:24,type/question,33,67
Documentation feedback: /docs/sources/reference/components/pyroscope/pyroscope.receive_http.md,l2dy,,grafana/alloy,2816,true,2025-02-23 09:17:22,2025-03-03 10:34:07,2025-03-03 10:34:07,"documentation, area/pyroscope",74,26
don't start alloy.service,jhalbrecht,Review or Discard at Will,grafana/grafana-ansible-collection,328,false,2025-02-23 03:50:26,,2025-02-26 08:58:02,,57,43
Dead link in js/README.md,jdmichaud,GE Healthcare,grafana/augurs,252,false,2025-02-22 09:54:52,,2025-02-22 09:54:52,,11,89
secret is being mounted as emptyDir{} via helm,,,grafana/helm-charts,3579,false,2025-02-22 09:44:57,,2025-02-22 09:44:57,,30,70
Invalid driver parameter type when using import alias,gweyeratlassian,,grafana/xk6-sql,125,true,2025-02-22 07:42:59,2025-02-25 10:06:12,2025-02-25 10:06:14,,72,28
"loki.source.syslog - rfc 5424 and 3164 on the same listener. ""alternative format"" for parsing similar to stage.timestamp",Nachtfalkeaw,,grafana/alloy,2813,false,2025-02-22 00:32:48,,2025-03-06 09:00:15,enhancement,84,16
Allow users to specify features for synthetic-monitoring-agent,tylerauerbeck,,grafana/helm-charts,3578,false,2025-02-21 22:23:42,,2025-02-21 22:24:56,,94,6
TableNG: Confirm feature parity across all major browsers,drew08t,,grafana/grafana,101179,false,2025-02-21 22:15:55,,2025-02-21 22:17:53,"area/panel/table, internal",43,57
Docker driver client log grows indefinitely,floriandotorg,Inbox Marketing,grafana/loki,16401,false,2025-02-21 20:24:31,,2025-03-11 19:53:06,"component/docker-driver, type/bug",49,51
Detected level: Clear filters button is disabled,gtk-grafana,Grafana Labs,grafana/logs-drilldown,1096,true,2025-02-21 20:05:43,2025-02-26 17:36:09,2025-02-26 17:36:09,bug,41,59
k8s_cluster_name set to $(CLUSTER),rlankfo,@grafana,grafana/beyla,1693,true,2025-02-21 18:49:07,2025-02-21 18:52:49,2025-02-21 19:31:50,,92,8
Ignore numerical folderId for diffs,jhuizingh,,grafana/grizzly,592,false,2025-02-21 18:33:43,,2025-02-21 18:33:43,,79,21
Migrate `pr-test-backend` pipeline,baldm0mma,,grafana/grafana,101172,true,2025-02-21 18:24:36,2025-02-28 21:54:20,2025-02-28 21:54:21,type/ci,100,0
Service Selection: Unwanted vertical scrollbar in tabs section,gtk-grafana,Grafana Labs,grafana/logs-drilldown,1095,true,2025-02-21 18:23:04,2025-02-26 13:05:18,2025-02-26 13:05:18,bug,84,16
EPIC: Migration of Drone pipelines to GitHub Action workflows,baldm0mma,,grafana/grafana,101170,false,2025-02-21 18:20:19,,2025-02-21 18:26:58,"type/epic, type/ci",95,5
Use VU Context(),szkiba,,grafana/xk6-sql,124,true,2025-02-21 17:47:10,2025-02-25 10:46:06,2025-02-25 10:46:06,bug,63,37
Documentation feedback: /docs/sources/setup-grafana/installation/_index.md,1atAlcone,alcone1,grafana/grafana,101168,false,2025-02-21 17:45:35,,2025-02-21 17:48:50,"type/docs, area/configuration, automated-triage",29,71
Playlists: Back button doesn't work when starting a playlist in the modal,evictorero,Grafana,grafana/grafana,101165,true,2025-02-21 17:07:53,2025-02-27 12:14:38,2025-02-27 12:14:39,"area/playlist, internal",7,93
Connection options in the open function,szkiba,,grafana/xk6-sql,122,true,2025-02-21 16:27:37,2025-02-21 16:49:54,2025-02-21 16:49:54,enhancement,85,15
Bug: Increased Distributor latency in 2.15,EoinFarrell,@Workday,grafana/mimir,10717,false,2025-02-21 16:18:21,,2025-02-25 09:25:45,bug,10,90
Eliminate duplicated file lock code from k6provider,pablochacin,grafana labs,grafana/k6build,154,false,2025-02-21 16:17:55,,2025-02-21 16:17:55,,37,63
Table Gauge : Inconsistent calculation of in-cell gauge display,whizkidTRW,,grafana/grafana,101160,false,2025-02-21 16:16:23,,2025-02-24 10:29:30,"type/bug, area/panel/table, area/panel/gauge, area/transformations, automated-triage",24,76
Should we reintroduce the Delete Apps feature in V1?,backman-git,,grafana/pyroscope,3942,false,2025-02-21 15:54:31,,2025-02-22 04:11:37,,14,86
[New Data Source]: <name-of-service>,evoxtelecom,,grafana/grafana,101150,false,2025-02-21 14:58:22,,2025-02-21 14:58:22,"area/datasource, type/new-plugin-request",15,85
Add user status/state indicator to exec.vu,kkriegkxs,,grafana/k6,4589,false,2025-02-21 14:41:19,,2025-02-21 14:41:33,"feature, triage",99,1
"v2.7.1 crash with v2.6.1 config, need assistance",StefanSa,,grafana/tempo,4732,false,2025-02-21 14:37:09,,2025-02-24 13:33:55,,20,80
